Actual Traffic Volume,Predicted Traffic Volume,Actual Congestion Level,Predicted Congestion Level,Recommendation
2692.0,2995.8323,Medium,Medium,Expect moderate delays and allow extra travel time.
2194.0,2664.2817,Low,Medium,Expect moderate delays and allow extra travel time.
1696.0,2070.9104,Low,Low,Traffic conditions are favorable.
1107.0,1452.4109,Low,Low,Traffic conditions are favorable.
652.0,593.9768,Low,Low,Traffic conditions are favorable.
350.0,326.16956,Low,Low,Traffic conditions are favorable.
321.0,279.82025,Low,Low,Traffic conditions are favorable.
333.0,254.22533,Low,Low,Traffic conditions are favorable.
860.0,817.8486,Low,Low,Traffic conditions are favorable.
2796.0,2556.9224,Medium,Medium,Expect moderate delays and allow extra travel time.
5721.0,5143.762,High,High,Avoid peak hours or consider an alternative route.
6799.0,5749.119,High,High,Avoid peak hours or consider an alternative route.
6799.0,5766.244,High,High,Avoid peak hours or consider an alternative route.
5726.0,5186.164,High,High,Avoid peak hours or consider an alternative route.
5726.0,5210.32,High,High,Avoid peak hours or consider an alternative route.
4254.0,4253.332,Medium,Medium,Expect moderate delays and allow extra travel time.
4454.0,4440.2886,Medium,Medium,Expect moderate delays and allow extra travel time.
2040.0,4551.5967,Low,High,Avoid peak hours or consider an alternative route.
4224.0,4895.4116,Medium,High,Avoid peak hours or consider an alternative route.
5895.0,5309.359,High,High,Avoid peak hours or consider an alternative route.
6968.0,6058.1733,High,High,Avoid peak hours or consider an alternative route.
6134.0,5681.7783,High,High,Avoid peak hours or consider an alternative route.
4586.0,4177.8857,High,Medium,Expect moderate delays and allow extra travel time.
3249.0,3114.7986,Medium,Medium,Expect moderate delays and allow extra travel time.
2699.0,2542.777,Medium,Medium,Expect moderate delays and allow extra travel time.
2318.0,2249.6934,Medium,Medium,Expect moderate delays and allow extra travel time.
1060.0,1023.3354,Low,Low,Traffic conditions are favorable.
554.0,682.1921,Low,Low,Traffic conditions are favorable.
333.0,457.01425,Low,Low,Traffic conditions are favorable.
249.0,379.85837,Low,Low,Traffic conditions are favorable.
337.0,382.55954,Low,Low,Traffic conditions are favorable.
886.0,865.5837,Low,Low,Traffic conditions are favorable.
3026.0,2886.8687,Medium,Medium,Expect moderate delays and allow extra travel time.
3026.0,2886.4873,Medium,Medium,Expect moderate delays and allow extra travel time.
5875.0,5620.5713,High,High,Avoid peak hours or consider an alternative route.
5875.0,5608.2466,High,High,Avoid peak hours or consider an alternative route.
6019.0,6150.5103,High,High,Avoid peak hours or consider an alternative route.
4450.0,4602.3184,Medium,Medium,Expect moderate delays and allow extra travel time.
4631.0,4801.7764,High,High,Avoid peak hours or consider an alternative route.
4760.0,4818.6904,High,High,Avoid peak hours or consider an alternative route.
4840.0,4832.8643,High,High,Avoid peak hours or consider an alternative route.
5197.0,5136.1807,High,High,Avoid peak hours or consider an alternative route.
5901.0,5622.17,High,High,Avoid peak hours or consider an alternative route.
6907.0,6386.7856,High,High,Avoid peak hours or consider an alternative route.
6371.0,5917.624,High,High,Avoid peak hours or consider an alternative route.
4649.0,4608.1265,High,High,Avoid peak hours or consider an alternative route.
3367.0,3465.3003,Medium,Medium,Expect moderate delays and allow extra travel time.
3028.0,3078.4028,Medium,Medium,Expect moderate delays and allow extra travel time.
3047.0,2831.9702,Medium,Medium,Expect moderate delays and allow extra travel time.
1953.0,2149.6125,Low,Low,Traffic conditions are favorable.
1084.0,1316.8755,Low,Low,Traffic conditions are favorable.
599.0,718.9819,Low,Low,Traffic conditions are favorable.
363.0,491.01645,Low,Low,Traffic conditions are favorable.
303.0,418.7466,Low,Low,Traffic conditions are favorable.
349.0,435.52185,Low,Low,Traffic conditions are favorable.
919.0,907.9662,Low,Low,Traffic conditions are favorable.
2989.0,2940.1592,Medium,Medium,Expect moderate delays and allow extra travel time.
5979.0,5648.13,High,High,Avoid peak hours or consider an alternative route.
6641.0,6184.8,High,High,Avoid peak hours or consider an alternative route.
6641.0,6133.4326,High,High,Avoid peak hours or consider an alternative route.
5557.0,5737.2744,High,High,Avoid peak hours or consider an alternative route.
5217.0,5135.9385,High,High,Avoid peak hours or consider an alternative route.
4728.0,4664.46,High,High,Avoid peak hours or consider an alternative route.
4956.0,4833.3804,High,High,Avoid peak hours or consider an alternative route.
4760.0,4974.555,High,High,Avoid peak hours or consider an alternative route.
4912.0,4956.236,High,High,Avoid peak hours or consider an alternative route.
5221.0,5259.9043,High,High,Avoid peak hours or consider an alternative route.
5959.0,5766.355,High,High,Avoid peak hours or consider an alternative route.
6897.0,6370.299,High,High,Avoid peak hours or consider an alternative route.
6228.0,5905.1655,High,High,Avoid peak hours or consider an alternative route.
4632.0,4664.345,High,High,Avoid peak hours or consider an alternative route.
3359.0,3521.413,Medium,Medium,Expect moderate delays and allow extra travel time.
2993.0,3075.1553,Medium,Medium,Expect moderate delays and allow extra travel time.
2888.0,2825.1738,Medium,Medium,Expect moderate delays and allow extra travel time.
2028.0,2132.1528,Low,Medium,Expect moderate delays and allow extra travel time.
1215.0,1437.0182,Low,Low,Traffic conditions are favorable.
628.0,771.0632,Low,Low,Traffic conditions are favorable.
356.0,486.7625,Low,Low,Traffic conditions are favorable.
261.0,399.89206,Low,Low,Traffic conditions are favorable.
363.0,431.1427,Low,Low,Traffic conditions are favorable.
883.0,906.48126,Low,Low,Traffic conditions are favorable.
3012.0,2935.917,Medium,Medium,Expect moderate delays and allow extra travel time.
5763.0,5647.566,High,High,Avoid peak hours or consider an alternative route.
6298.0,6211.402,High,High,Avoid peak hours or consider an alternative route.
5695.0,5725.833,High,High,Avoid peak hours or consider an alternative route.
5232.0,5125.8643,High,High,Avoid peak hours or consider an alternative route.
4532.0,4743.579,Medium,High,Avoid peak hours or consider an alternative route.
4923.0,4873.85,High,High,Avoid peak hours or consider an alternative route.
4969.0,5032.4805,High,High,Avoid peak hours or consider an alternative route.
5036.0,5061.6562,High,High,Avoid peak hours or consider an alternative route.
5414.0,5371.1855,High,High,Avoid peak hours or consider an alternative route.
6184.0,5823.1655,High,High,Avoid peak hours or consider an alternative route.
6193.0,6433.83,High,High,Avoid peak hours or consider an alternative route.
6107.0,5875.806,High,High,Avoid peak hours or consider an alternative route.
4787.0,4732.061,High,High,Avoid peak hours or consider an alternative route.
3746.0,3601.9565,Medium,Medium,Expect moderate delays and allow extra travel time.
2938.0,3163.9133,Medium,Medium,Expect moderate delays and allow extra travel time.
2938.0,3147.11,Medium,Medium,Expect moderate delays and allow extra travel time.
2938.0,3163.9133,Medium,Medium,Expect moderate delays and allow extra travel time.
2626.0,3010.0212,Medium,Medium,Expect moderate delays and allow extra travel time.
2626.0,3034.163,Medium,Medium,Expect moderate delays and allow extra travel time.
2626.0,3050.9194,Medium,Medium,Expect moderate delays and allow extra travel time.
1938.0,2596.702,Low,Medium,Expect moderate delays and allow extra travel time.
1938.0,2586.9375,Low,Medium,Expect moderate delays and allow extra travel time.
1261.0,1776.2277,Low,Low,Traffic conditions are favorable.
1261.0,1768.1697,Low,Low,Traffic conditions are favorable.
648.0,833.82227,Low,Low,Traffic conditions are favorable.
648.0,824.9772,Low,Low,Traffic conditions are favorable.
430.0,511.29907,Low,Low,Traffic conditions are favorable.
430.0,525.0823,Low,Low,Traffic conditions are favorable.
430.0,529.99384,Low,Low,Traffic conditions are favorable.
300.0,423.8144,Low,Low,Traffic conditions are favorable.
329.0,420.09088,Low,Low,Traffic conditions are favorable.
788.0,844.1694,Low,Low,Traffic conditions are favorable.
788.0,855.4822,Low,Low,Traffic conditions are favorable.
2645.0,2695.102,Medium,Medium,Expect moderate delays and allow extra travel time.
2645.0,2686.3281,Medium,Medium,Expect moderate delays and allow extra travel time.
5111.0,5415.994,High,High,Avoid peak hours or consider an alternative route.
5111.0,5415.994,High,High,Avoid peak hours or consider an alternative route.
6075.0,6086.8276,High,High,Avoid peak hours or consider an alternative route.
5206.0,5621.914,High,High,Avoid peak hours or consider an alternative route.
4859.0,5004.5957,High,High,Avoid peak hours or consider an alternative route.
4534.0,4752.0034,Medium,High,Avoid peak hours or consider an alternative route.
4928.0,4912.605,High,High,Avoid peak hours or consider an alternative route.
5139.0,5093.6167,High,High,Avoid peak hours or consider an alternative route.
5148.0,5140.096,High,High,Avoid peak hours or consider an alternative route.
5403.0,5400.0806,High,High,Avoid peak hours or consider an alternative route.
6083.0,5809.1084,High,High,Avoid peak hours or consider an alternative route.
5753.0,5984.0674,High,High,Avoid peak hours or consider an alternative route.
4904.0,5828.9785,High,High,Avoid peak hours or consider an alternative route.
4904.0,5841.346,High,High,Avoid peak hours or consider an alternative route.
4023.0,4702.231,Medium,High,Avoid peak hours or consider an alternative route.
3334.0,3624.2446,Medium,Medium,Expect moderate delays and allow extra travel time.
3026.0,3293.6357,Medium,Medium,Expect moderate delays and allow extra travel time.
2953.0,3136.97,Medium,Medium,Expect moderate delays and allow extra travel time.
2863.0,2910.0671,Medium,Medium,Expect moderate delays and allow extra travel time.
1828.0,2220.9968,Low,Medium,Expect moderate delays and allow extra travel time.
1300.0,1490.983,Low,Low,Traffic conditions are favorable.
719.0,845.686,Low,Low,Traffic conditions are favorable.
579.0,605.4059,Low,Low,Traffic conditions are favorable.
363.0,563.6686,Low,Low,Traffic conditions are favorable.
376.0,470.65875,Low,Low,Traffic conditions are favorable.
649.0,838.4123,Low,Low,Traffic conditions are favorable.
1263.0,1579.4384,Low,Low,Traffic conditions are favorable.
1690.0,2147.4688,Low,Low,Traffic conditions are favorable.
2392.0,2895.3574,Medium,Medium,Expect moderate delays and allow extra travel time.
3360.0,3521.018,Medium,Medium,Expect moderate delays and allow extra travel time.
3540.0,3997.5398,Medium,Medium,Expect moderate delays and allow extra travel time.
3937.0,4332.8096,Medium,Medium,Expect moderate delays and allow extra travel time.
4176.0,4702.836,Medium,Medium,Expect moderate delays and allow extra travel time.
4130.0,4694.556,Medium,Medium,Expect moderate delays and allow extra travel time.
3887.0,4692.2197,Medium,Medium,Expect moderate delays and allow extra travel time.
3761.0,4648.118,Medium,High,Avoid peak hours or consider an alternative route.
3970.0,4570.0156,Medium,Medium,Expect moderate delays and allow extra travel time.
3858.0,4495.9214,Medium,Medium,Expect moderate delays and allow extra travel time.
3714.0,4255.5186,Medium,Medium,Expect moderate delays and allow extra travel time.
2965.0,3665.8164,Medium,Medium,Expect moderate delays and allow extra travel time.
2855.0,3306.5532,Medium,Medium,Expect moderate delays and allow extra travel time.
2956.0,3181.083,Medium,Medium,Expect moderate delays and allow extra travel time.
3036.0,2888.4631,Medium,Medium,Expect moderate delays and allow extra travel time.
2141.0,2425.3083,Low,Medium,Expect moderate delays and allow extra travel time.
1633.0,1595.1406,Low,Low,Traffic conditions are favorable.
829.0,926.24274,Low,Low,Traffic conditions are favorable.
712.0,645.3741,Low,Low,Traffic conditions are favorable.
486.0,552.9137,Low,Low,Traffic conditions are favorable.
401.0,415.6923,Low,Low,Traffic conditions are favorable.
844.0,603.07947,Low,Low,Traffic conditions are favorable.
1192.0,1015.1157,Low,Low,Traffic conditions are favorable.
1205.0,1499.8934,Low,Low,Traffic conditions are favorable.
1819.0,2191.0427,Low,Low,Traffic conditions are favorable.
2660.0,2959.3455,Medium,Medium,Expect moderate delays and allow extra travel time.
3431.0,3652.1555,Medium,Medium,Expect moderate delays and allow extra travel time.
3782.0,4017.998,Medium,Medium,Expect moderate delays and allow extra travel time.
4190.0,4415.5513,Medium,Medium,Expect moderate delays and allow extra travel time.
4139.0,4401.768,Medium,Medium,Expect moderate delays and allow extra travel time.
3963.0,4364.0693,Medium,Medium,Expect moderate delays and allow extra travel time.
3821.0,4417.448,Medium,Medium,Expect moderate delays and allow extra travel time.
3739.0,4324.072,Medium,Medium,Expect moderate delays and allow extra travel time.
3266.0,4210.22,Medium,Medium,Expect moderate delays and allow extra travel time.
3127.0,3950.262,Medium,Medium,Expect moderate delays and allow extra travel time.
2830.0,3447.5786,Medium,Medium,Expect moderate delays and allow extra travel time.
2825.0,3073.9595,Medium,Medium,Expect moderate delays and allow extra travel time.
2656.0,2741.1765,Medium,Medium,Expect moderate delays and allow extra travel time.
2565.0,2128.2039,Medium,Medium,Expect moderate delays and allow extra travel time.
1660.0,1604.8226,Low,Low,Traffic conditions are favorable.
1088.0,742.66327,Low,Low,Traffic conditions are favorable.
559.0,344.97757,Low,Low,Traffic conditions are favorable.
440.0,256.7451,Low,Low,Traffic conditions are favorable.
332.0,272.3803,Low,Low,Traffic conditions are favorable.
314.0,735.1585,Low,Low,Traffic conditions are favorable.
488.0,2567.9517,Low,Medium,Expect moderate delays and allow extra travel time.
882.0,5136.316,Low,High,Avoid peak hours or consider an alternative route.
989.0,5681.597,Low,High,Avoid peak hours or consider an alternative route.
1294.0,5211.8584,Low,High,Avoid peak hours or consider an alternative route.
1873.0,4553.7217,Low,High,Avoid peak hours or consider an alternative route.
2576.0,4216.329,Medium,Medium,Expect moderate delays and allow extra travel time.
3037.0,4323.9976,Medium,Medium,Expect moderate delays and allow extra travel time.
3375.0,4494.7676,Medium,High,Avoid peak hours or consider an alternative route.
3611.0,4590.2256,Medium,High,Avoid peak hours or consider an alternative route.
4032.0,4856.788,Medium,High,Avoid peak hours or consider an alternative route.
3812.0,5485.5874,Medium,High,Avoid peak hours or consider an alternative route.
3810.0,6013.2183,Medium,High,Avoid peak hours or consider an alternative route.
3822.0,5598.8687,Medium,High,Avoid peak hours or consider an alternative route.
3749.0,4147.812,Medium,Medium,Expect moderate delays and allow extra travel time.
3749.0,4180.4443,Medium,Medium,Expect moderate delays and allow extra travel time.
3145.0,3156.2664,Medium,Medium,Expect moderate delays and allow extra travel time.
3145.0,3156.2664,Medium,Medium,Expect moderate delays and allow extra travel time.
2611.0,2617.5393,Medium,Medium,Expect moderate delays and allow extra travel time.
2611.0,2500.589,Medium,Medium,Expect moderate delays and allow extra travel time.
2338.0,2404.6562,Medium,Medium,Expect moderate delays and allow extra travel time.
2338.0,2404.6562,Medium,Medium,Expect moderate delays and allow extra travel time.
1936.0,1753.8905,Low,Low,Traffic conditions are favorable.
1141.0,1044.2931,Low,Low,Traffic conditions are favorable.
565.0,685.01215,Low,Low,Traffic conditions are favorable.
347.0,464.6081,Low,Low,Traffic conditions are favorable.
239.0,372.29224,Low,Low,Traffic conditions are favorable.
340.0,384.77072,Low,Low,Traffic conditions are favorable.
828.0,864.74396,Low,Low,Traffic conditions are favorable.
2911.0,2889.255,Medium,Medium,Expect moderate delays and allow extra travel time.
5723.0,5614.4995,High,High,Avoid peak hours or consider an alternative route.
6106.0,6115.2812,High,High,Avoid peak hours or consider an alternative route.
5530.0,5708.479,High,High,Avoid peak hours or consider an alternative route.
5117.0,5049.011,High,High,Avoid peak hours or consider an alternative route.
4530.0,4645.324,Medium,Medium,Expect moderate delays and allow extra travel time.
4866.0,4870.1104,High,High,Avoid peak hours or consider an alternative route.
4973.0,4869.722,High,High,Avoid peak hours or consider an alternative route.
5159.0,5166.8887,High,High,Avoid peak hours or consider an alternative route.
6018.0,5587.155,High,High,Avoid peak hours or consider an alternative route.
6820.0,6309.7324,High,High,Avoid peak hours or consider an alternative route.
6820.0,6340.193,High,High,Avoid peak hours or consider an alternative route.
5990.0,5905.2764,High,High,Avoid peak hours or consider an alternative route.
5990.0,5887.1636,High,High,Avoid peak hours or consider an alternative route.
4267.0,4529.7676,Medium,Medium,Expect moderate delays and allow extra travel time.
4267.0,4509.112,Medium,Medium,Expect moderate delays and allow extra travel time.
3036.0,3386.1003,Medium,Medium,Expect moderate delays and allow extra travel time.
3036.0,3322.6057,Medium,Medium,Expect moderate delays and allow extra travel time.
3036.0,3320.6306,Medium,Medium,Expect moderate delays and allow extra travel time.
2466.0,2952.9355,Medium,Medium,Expect moderate delays and allow extra travel time.
2466.0,2962.7,Medium,Medium,Expect moderate delays and allow extra travel time.
2466.0,2966.5044,Medium,Medium,Expect moderate delays and allow extra travel time.
2154.0,2647.0637,Low,Medium,Expect moderate delays and allow extra travel time.
2154.0,2660.8389,Low,Medium,Expect moderate delays and allow extra travel time.
1595.0,1976.3826,Low,Low,Traffic conditions are favorable.
1595.0,1940.6727,Low,Low,Traffic conditions are favorable.
1595.0,2003.4285,Low,Low,Traffic conditions are favorable.
969.0,1232.1208,Low,Low,Traffic conditions are favorable.
969.0,1287.3735,Low,Low,Traffic conditions are favorable.
969.0,1218.5461,Low,Low,Traffic conditions are favorable.
527.0,672.36334,Low,Low,Traffic conditions are favorable.
527.0,693.2683,Low,Low,Traffic conditions are favorable.
527.0,681.9555,Low,Low,Traffic conditions are favorable.
351.0,457.05316,Low,Low,Traffic conditions are favorable.
351.0,465.19717,Low,Low,Traffic conditions are favorable.
306.0,405.4207,Low,Low,Traffic conditions are favorable.
306.0,402.8593,Low,Low,Traffic conditions are favorable.
306.0,414.40665,Low,Low,Traffic conditions are favorable.
329.0,422.35873,Low,Low,Traffic conditions are favorable.
893.0,907.66486,Low,Low,Traffic conditions are favorable.
3023.0,2906.8337,Medium,Medium,Expect moderate delays and allow extra travel time.
6046.0,5619.4785,High,High,Avoid peak hours or consider an alternative route.
6326.0,6142.5503,High,High,Avoid peak hours or consider an alternative route.
5716.0,5708.192,High,High,Avoid peak hours or consider an alternative route.
5283.0,5064.2896,High,High,Avoid peak hours or consider an alternative route.
4554.0,4601.9795,Medium,High,Avoid peak hours or consider an alternative route.
4554.0,4615.7627,Medium,High,Avoid peak hours or consider an alternative route.
4744.0,4754.5825,High,High,Avoid peak hours or consider an alternative route.
4923.0,4890.9653,High,High,Avoid peak hours or consider an alternative route.
4823.0,4919.5806,High,High,Avoid peak hours or consider an alternative route.
4823.0,4902.132,High,High,Avoid peak hours or consider an alternative route.
5343.0,5174.521,High,High,Avoid peak hours or consider an alternative route.
5343.0,5198.8613,High,High,Avoid peak hours or consider an alternative route.
6062.0,5695.345,High,High,Avoid peak hours or consider an alternative route.
6062.0,5639.885,High,High,Avoid peak hours or consider an alternative route.
6062.0,5691.3525,High,High,Avoid peak hours or consider an alternative route.
7042.0,6393.126,High,High,Avoid peak hours or consider an alternative route.
7042.0,6340.535,High,High,Avoid peak hours or consider an alternative route.
6429.0,5890.736,High,High,Avoid peak hours or consider an alternative route.
4621.0,4586.402,High,High,Avoid peak hours or consider an alternative route.
4621.0,4532.012,High,High,Avoid peak hours or consider an alternative route.
3555.0,3521.413,Medium,Medium,Expect moderate delays and allow extra travel time.
2788.0,3089.9011,Medium,Medium,Expect moderate delays and allow extra travel time.
2612.0,2772.8032,Medium,Medium,Expect moderate delays and allow extra travel time.
1932.0,2186.3494,Low,Low,Traffic conditions are favorable.
1233.0,1382.4386,Low,Low,Traffic conditions are favorable.
695.0,771.69745,Low,Low,Traffic conditions are favorable.
382.0,498.26132,Low,Low,Traffic conditions are favorable.
382.0,366.09128,Low,Low,Traffic conditions are favorable.
382.0,508.8353,Low,Low,Traffic conditions are favorable.
307.0,421.94394,Low,Low,Traffic conditions are favorable.
307.0,417.94244,Low,Low,Traffic conditions are favorable.
307.0,418.53455,Low,Low,Traffic conditions are favorable.
343.0,435.9876,Low,Low,Traffic conditions are favorable.
343.0,432.41013,Low,Low,Traffic conditions are favorable.
343.0,433.00223,Low,Low,Traffic conditions are favorable.
922.0,893.5151,Low,Low,Traffic conditions are favorable.
922.0,898.9708,Low,Low,Traffic conditions are favorable.
922.0,893.347,Low,Low,Traffic conditions are favorable.
3013.0,2927.7144,Medium,Medium,Expect moderate delays and allow extra travel time.
3013.0,2805.4453,Medium,Medium,Expect moderate delays and allow extra travel time.
3013.0,2927.8403,Medium,Medium,Expect moderate delays and allow extra travel time.
6007.0,5649.302,High,High,Avoid peak hours or consider an alternative route.
6007.0,5642.9443,High,High,Avoid peak hours or consider an alternative route.
6007.0,5639.489,High,High,Avoid peak hours or consider an alternative route.
6420.0,6180.492,High,High,Avoid peak hours or consider an alternative route.
6420.0,6163.435,High,High,Avoid peak hours or consider an alternative route.
5912.0,5706.207,High,High,Avoid peak hours or consider an alternative route.
5912.0,5722.3286,High,High,Avoid peak hours or consider an alternative route.
5912.0,5713.544,High,High,Avoid peak hours or consider an alternative route.
5313.0,5140.7344,High,High,Avoid peak hours or consider an alternative route.
5313.0,5141.7197,High,High,Avoid peak hours or consider an alternative route.
4734.0,4751.425,High,High,Avoid peak hours or consider an alternative route.
5008.0,4878.319,High,High,Avoid peak hours or consider an alternative route.
5031.0,5078.9604,High,High,Avoid peak hours or consider an alternative route.
5199.0,5078.9604,High,High,Avoid peak hours or consider an alternative route.
5407.0,5329.647,High,High,Avoid peak hours or consider an alternative route.
5950.0,5800.4824,High,High,Avoid peak hours or consider an alternative route.
6860.0,6434.026,High,High,Avoid peak hours or consider an alternative route.
6358.0,5932.9985,High,High,Avoid peak hours or consider an alternative route.
5042.0,4761.682,High,High,Avoid peak hours or consider an alternative route.
3671.0,3677.5452,Medium,Medium,Expect moderate delays and allow extra travel time.
3037.0,3272.3452,Medium,Medium,Expect moderate delays and allow extra travel time.
3102.0,3120.0144,Medium,Medium,Expect moderate delays and allow extra travel time.
2222.0,2687.0105,Medium,Medium,Expect moderate delays and allow extra travel time.
1446.0,1676.6278,Low,Low,Traffic conditions are favorable.
786.0,838.5067,Low,Low,Traffic conditions are favorable.
497.0,517.3105,Low,Low,Traffic conditions are favorable.
346.0,425.13544,Low,Low,Traffic conditions are favorable.
395.0,432.3079,Low,Low,Traffic conditions are favorable.
872.0,861.59296,Low,Low,Traffic conditions are favorable.
2965.0,2733.3057,Medium,Medium,Expect moderate delays and allow extra travel time.
5345.0,5400.3945,High,High,Avoid peak hours or consider an alternative route.
6658.0,6057.132,High,High,Avoid peak hours or consider an alternative route.
5639.0,5613.5425,High,High,Avoid peak hours or consider an alternative route.
5132.0,5003.543,High,High,Avoid peak hours or consider an alternative route.
4739.0,4796.753,High,High,Avoid peak hours or consider an alternative route.
5043.0,4918.1445,High,High,Avoid peak hours or consider an alternative route.
5387.0,5137.231,High,High,Avoid peak hours or consider an alternative route.
5381.0,5081.4385,High,High,Avoid peak hours or consider an alternative route.
5742.0,5365.232,High,High,Avoid peak hours or consider an alternative route.
6352.0,5819.492,High,High,Avoid peak hours or consider an alternative route.
6860.0,6099.2866,High,High,Avoid peak hours or consider an alternative route.
5983.0,5874.65,High,High,Avoid peak hours or consider an alternative route.
4926.0,4751.4263,High,High,Avoid peak hours or consider an alternative route.
3804.0,3689.9531,Medium,Medium,Expect moderate delays and allow extra travel time.
3446.0,3310.1216,Medium,Medium,Expect moderate delays and allow extra travel time.
3519.0,3174.0242,Medium,Medium,Expect moderate delays and allow extra travel time.
2865.0,2902.8967,Medium,Medium,Expect moderate delays and allow extra travel time.
2218.0,2227.0427,Medium,Low,Traffic conditions are favorable.
1601.0,1462.2084,Low,Low,Traffic conditions are favorable.
830.0,845.9462,Low,Low,Traffic conditions are favorable.
446.0,572.1494,Low,Low,Traffic conditions are favorable.
424.0,466.01196,Low,Low,Traffic conditions are favorable.
1385.0,1598.1604,Low,Low,Traffic conditions are favorable.
1928.0,2151.4373,Low,Low,Traffic conditions are favorable.
2730.0,2871.1543,Medium,Medium,Expect moderate delays and allow extra travel time.
3707.0,3501.391,Medium,Medium,Expect moderate delays and allow extra travel time.
3707.0,3525.9177,Medium,Medium,Expect moderate delays and allow extra travel time.
3864.0,3985.4102,Medium,Medium,Expect moderate delays and allow extra travel time.
4260.0,4274.537,Medium,Medium,Expect moderate delays and allow extra travel time.
4260.0,4343.28,Medium,Medium,Expect moderate delays and allow extra travel time.
4671.0,4642.3486,High,High,Avoid peak hours or consider an alternative route.
4671.0,4686.007,High,High,Avoid peak hours or consider an alternative route.
4671.0,4628.306,High,High,Avoid peak hours or consider an alternative route.
4741.0,4616.4717,High,High,Avoid peak hours or consider an alternative route.
4741.0,4682.64,High,High,Avoid peak hours or consider an alternative route.
4741.0,4685.2144,High,High,Avoid peak hours or consider an alternative route.
4896.0,4646.959,High,High,Avoid peak hours or consider an alternative route.
4896.0,4688.368,High,High,Avoid peak hours or consider an alternative route.
4896.0,4691.3755,High,High,Avoid peak hours or consider an alternative route.
4509.0,4625.663,Medium,High,Avoid peak hours or consider an alternative route.
4509.0,4705.6523,Medium,High,Avoid peak hours or consider an alternative route.
4560.0,4637.274,Medium,High,Avoid peak hours or consider an alternative route.
4560.0,4702.0664,Medium,High,Avoid peak hours or consider an alternative route.
4221.0,4461.5664,Medium,Medium,Expect moderate delays and allow extra travel time.
4221.0,4420.195,Medium,Medium,Expect moderate delays and allow extra travel time.
4013.0,4273.6953,Medium,Medium,Expect moderate delays and allow extra travel time.
3480.0,3614.8284,Medium,Medium,Expect moderate delays and allow extra travel time.
3074.0,3263.2979,Medium,Medium,Expect moderate delays and allow extra travel time.
2905.0,3077.47,Medium,Medium,Expect moderate delays and allow extra travel time.
2808.0,2791.786,Medium,Medium,Expect moderate delays and allow extra travel time.
2808.0,2916.595,Medium,Medium,Expect moderate delays and allow extra travel time.
2103.0,2393.0063,Low,Medium,Expect moderate delays and allow extra travel time.
1516.0,1590.4641,Low,Low,Traffic conditions are favorable.
905.0,937.71313,Low,Low,Traffic conditions are favorable.
647.0,652.8165,Low,Low,Traffic conditions are favorable.
477.0,547.1142,Low,Low,Traffic conditions are favorable.
419.0,386.85312,Low,Low,Traffic conditions are favorable.
643.0,576.7488,Low,Low,Traffic conditions are favorable.
1103.0,1024.7783,Low,Low,Traffic conditions are favorable.
1519.0,1457.1384,Low,Low,Traffic conditions are favorable.
2380.0,2177.5403,Medium,Low,Traffic conditions are favorable.
3350.0,2969.7822,Medium,Medium,Expect moderate delays and allow extra travel time.
3820.0,3622.6272,Medium,Medium,Expect moderate delays and allow extra travel time.
4453.0,4022.7275,Medium,Medium,Expect moderate delays and allow extra travel time.
4858.0,4407.766,High,Medium,Expect moderate delays and allow extra travel time.
4563.0,4407.766,Medium,Medium,Expect moderate delays and allow extra travel time.
4458.0,4411.028,Medium,Medium,Expect moderate delays and allow extra travel time.
4554.0,4389.0747,Medium,Medium,Expect moderate delays and allow extra travel time.
4547.0,4384.994,Medium,Medium,Expect moderate delays and allow extra travel time.
4262.0,4240.3486,Medium,Medium,Expect moderate delays and allow extra travel time.
3972.0,3972.565,Medium,Medium,Expect moderate delays and allow extra travel time.
3527.0,3464.9988,Medium,Medium,Expect moderate delays and allow extra travel time.
3043.0,3061.0068,Medium,Medium,Expect moderate delays and allow extra travel time.
2490.0,2718.9705,Medium,Medium,Expect moderate delays and allow extra travel time.
2051.0,2143.1094,Low,Low,Traffic conditions are favorable.
1166.0,1488.683,Low,Low,Traffic conditions are favorable.
667.0,679.7527,Low,Low,Traffic conditions are favorable.
377.0,423.50015,Low,Low,Traffic conditions are favorable.
285.0,351.58252,Low,Low,Traffic conditions are favorable.
375.0,379.03348,Low,Low,Traffic conditions are favorable.
928.0,837.41656,Low,Low,Traffic conditions are favorable.
3021.0,2682.4302,Medium,Medium,Expect moderate delays and allow extra travel time.
5765.0,5504.53,High,High,Avoid peak hours or consider an alternative route.
6081.0,5965.8057,High,High,Avoid peak hours or consider an alternative route.
5546.0,5467.4224,High,High,Avoid peak hours or consider an alternative route.
5108.0,4749.095,High,High,Avoid peak hours or consider an alternative route.
4334.0,4308.7744,Medium,Medium,Expect moderate delays and allow extra travel time.
4489.0,4447.119,Medium,High,Avoid peak hours or consider an alternative route.
4741.0,4664.644,High,High,Avoid peak hours or consider an alternative route.
5170.0,5003.7544,High,High,Avoid peak hours or consider an alternative route.
5797.0,5478.4062,High,High,Avoid peak hours or consider an alternative route.
7024.0,6130.6816,High,High,Avoid peak hours or consider an alternative route.
6234.0,5743.1787,High,High,Avoid peak hours or consider an alternative route.
4374.0,4296.3413,Medium,Medium,Expect moderate delays and allow extra travel time.
3279.0,3229.3018,Medium,Medium,Expect moderate delays and allow extra travel time.
2941.0,2734.733,Medium,Medium,Expect moderate delays and allow extra travel time.
